"","package_name","package_version","package_title"
"6015","MetamapsDB","0.0.2","Network Analysis of Metabolic Pathways and Gene Based Assemblies
in Metagenomics"
"6016","metamisc","0.1.7","Diagnostic and Prognostic Meta-Analysis"
"6017","metaMix","0.2","Bayesian Mixture Analysis for Metagenomic Community Profiling"
"6018","metansue","2.0","Meta-Analysis of Studies with Non Statistically-Significant
Unreported Effects"
"6019","metap","0.8","Meta-Analysis of Significance Values"
"6020","MetaPath","1.0","Perform the Meta-Analysis for Pathway Enrichment Analysis (MAPE)"
"6021","MetaPCA","0.1.4","MetaPCA: Meta-analysis in the Dimension Reduction of Genomic
data"
"6022","metaplot","0.2.7","Formalized Plots with Systematic Metadata"
"6023","metaplotr","0.0.3","Creates CrossHairs Plots for Meta-Analyses"
"6024","metaplus","0.7-9","Robust Meta-Analysis and Meta-Regression"
"6025","MetaQC","0.1.13","MetaQC: Objective Quality Control and Inclusion/Exclusion
Criteria for Genomic Meta-Analysis"
"6026","metaRNASeq","1.0.2","Meta-analysis of RNA-seq data"
"6027","metaSEM","0.9.16","Meta-Analysis using Structural Equation Modeling"
"6028","metasens","0.3-2","Advanced Statistical Methods to Model and Adjust for Bias in
Meta-Analysis"
"6029","MetaSKAT","0.60","Meta Analysis for SNP-Set (Sequence) Kernel Association Test"
"6030","MetaSubtract","1.3","Subtracting Summary Statistics of One or more Cohorts from
Meta-GWAS Results"
"6031","metatest","1.0-4","Fit and test metaregression models"
"6032","Metatron","0.1-1","Meta-analysis for Classification Data and Correction to
Imperfect Reference"
"6033","metavcov","1.1","Variance-Covariance Matrix for Multivariate Meta-Analysis"
"6034","metaviz","0.1.1","Rainforest Plots and Visual Funnel Plot Inference for
Meta-Analysis"
"6035","meteo","0.1-5","Spatio-Temporal Analysis and Mapping of Meteorological
Observations"
"6036","meteoForecast","0.51","Numerical Weather Predictions"
"6037","meteogRam","1.0","Tools for plotting meteograms"
"6038","meteoland","0.6.7","Landscape Meteorology Tools"
"6039","meteR","1.2","Fitting and Plotting Tools for the Maximum Entropy Theory of
Ecology (METE)"
"6040","MetFns","3.1.0","Analysis of Visual Meteor Data"
"6041","Meth27QC","1.1","Meth27QC: sample quality analysis, and sample control analysis"
"6042","MethComp","1.22.2","Functions for Analysis of Agreement in Method Comparison Studies"
"6043","MethodCompare","0.1.0","Bias and Precision Plots to Compare Two Measurements with
Possibly Heteroscedastic Measurement Errors"
"6044","Methplot","1.0","Visualize the methylation patterns"
"6045","MethyBayes","0.1.0","Full Bayesian Partition Model for Identifying Differentially
Methylated Loci"
"6046","MethylCapSig","1.0.1","Detection of Differentially Methylated Regions using
MethylCap-Seq Data"
"6047","MetNorm","0.1","Statistical Methods for Normalizing Metabolomics Data"
"6048","MetProc","1.0.1","Separate Metabolites into Likely Measurement Artifacts and True
Metabolites"
"6049","Metrics","0.1.3","Evaluation Metrics for Machine Learning"
"6050","metricsgraphics","0.9.0","Create Interactive Charts with the JavaScript 'MetricsGraphics'
Library"
"6051","metricTester","1.3.4","Test Metric and Null Model Statistical Performance"
"6052","metRology","0.9-26-2","Support for Metrological Applications"
"6053","mets","1.2.2","Analysis of Multivariate Event Times"
"6054","metScanR","1.1.1","Find, Map, and Gather Environmental Data and Metadata"
"6055","MetSizeR","1.1","GUI Tool for Estimating Sample Sizes for Metabolomic Experiments"
"6056","MetStaT","1.0","Statistical metabolomics tools"
"6057","mev","1.10","Multivariate Extreme Value Distributions"
"6058","mewAvg","0.3.0","A Fixed Memeory Moving Expanding Window Average"
"6059","mexhaz","1.4","Mixed Effect Excess Hazard Models"
"6060","mExplorer","1.0.0","Identifying Master Gene Regulators from Gene Expression and
DNA-Binding Data"
"6061","MExPosition","2.0.3","Multi-table ExPosition"
"6062","MF","4.3.2","Mitigated Fraction"
"6063","MFAg","1.4","Multiple Factor Analysis (MFA)"
"6064","mfe","0.1.0","Meta-Feature Extractor"
"6065","MFHD","0.0.1","Multivariate Functional Halfspace Depth"
"6066","mFilter","0.1-3","Miscellaneous time series filters"
"6067","MFKnockoffs","0.9.1","Model-Free Knockoff Filter for Controlled Variable Selection"
"6068","mfp","1.5.2","Multivariable Fractional Polynomials"
"6069","MFPCA","1.1","Multivariate Functional Principal Component Analysis for Data
Observed on Different Dimensional Domains"
"6070","MFT","1.3","The Multiple Filter Test for Change Point Detection"
"6071","MfUSampler","1.0.4","Multivariate-from-Univariate (MfU) MCMC Sampler"
"6072","mfx","1.1","Marginal Effects, Odds Ratios and Incidence Rate Ratios for GLMs"
"6073","mgarchBEKK","0.0.2","Simulating, Estimating and Diagnosing MGARCH (BEKK and mGJR)
Processes"
"6074","mgcv","1.8-22","Mixed GAM Computation Vehicle with Automatic Smoothness
Estimation"
"6075","MGGM","1.0","Structural Pursuit Over Multiple Undirected Graphs"
"6076","MGL","1.1","Module Graphical Lasso"
"6077","MGLM","0.0.8","Multivariate Response Generalized Linear Models"
"6078","mglmn","0.0.2","Model Averaging for Multivariate GLM with Null Models"
"6079","mglR","0.1.0","Master Gene List"
"6080","mgm","1.2-2","Estimating Time-Varying k-Order Mixed Graphical Models"
"6081","mgpd","1.99","mgpd: Functions for multivariate generalized Pareto distribution
(MGPD of Type II)"
"6082","mgraph","1.03","Graphing map attributes and non-map variables in R"
"6083","MGRASTer","0.9","API Client for the MG-RAST Server of the US DOE KBase"
"6084","MGSDA","1.4","Multi-Group Sparse Discriminant Analysis"
"6085","mGSZ","1.0","Gene set analysis based on GSZ-scoring function and asymptotic
p-value"
"6086","MHadaptive","1.1-8","General Markov Chain Monte Carlo for Bayesian Inference using<U+000a>adaptive Metropolis-Hastings sampling"
"6087","MHCtools","1.1.0","Analysis of MHC Data in Non-Model Species"
"6088","mhde","1.0-1","Minimum Hellinger Distance Test for Normality"
"6089","mHG","1.1","Minimum-Hypergeometric Test"
"6090","mhsmm","0.4.16","Inference for Hidden Markov and Semi-Markov Models"
"6091","mht","3.1.2","Multiple Hypothesis Testing for Variable Selection in
High-Dimensional Linear Models"
"6092","mhtboot","1.3.3","Multiple Hypothesis Test Based on Distribution of p Values"
"6093","MHTdiscrete","1.0.0","Multiple Hypotheses Testing for Discrete Data"
"6094","MHTmult","0.1.0","Multiple Hypotheses Testing for Multiple Families/Groups
Structure"
"6095","MHTrajectoryR","1.0.1","Bayesian Model Selection in Logistic Regression for the
Detection of Adverse Drug Reactions"
"6096","mhurdle","1.1-7","Multiple Hurdle Tobit Models"
"6097","mi","1.0","Missing Data Imputation and Model Checking"
"6098","MIAmaxent","0.4.0","Maxent Distribution Model Selection"
"6099","mice","2.46.0","Multivariate Imputation by Chained Equations"
"6100","miceadds","2.9-15","Some Additional Multiple Imputation Functions, Especially for
'mice'"
"6101","micEcon","0.6-14","Microeconomic Analysis and Modelling"
"6102","micEconAids","0.6-18","Demand Analysis with the Almost Ideal Demand System (AIDS)"
"6103","micEconCES","0.9-8","Analysis with the Constant Elasticity of Substitution (CES)
function"
"6104","micEconIndex","0.1-6","Price and Quantity Indices"
"6105","micEconSNQP","0.6-6","Symmetric Normalized Quadratic Profit Function"
"6106","micemd","1.1.0","Multiple Imputation by Chained Equations with Multilevel Data"
"6107","micompr","1.0.2","Multivariate Independent Comparison of Observations"
"6108","miCoPTCM","1.0","Promotion Time Cure Model with Mis-Measured Covariates"
"6109","microbats","0.1-1","An Implementation of Bat Algorithm in R"
"6110","microbenchmark","1.4-2.1","Accurate Timing Functions"
"6111","microclass","1.1","Methods for Taxonomic Classification of Prokaryotes"
"6112","microcontax","1.0","The ConTax Data Package"
"6113","MicroDatosEs","0.8.2","Utilities for Official Spanish Microdata"
"6114","microdemic","0.1.0","'Microsoft Academic' API Client"
"6115","MicroMacroMultilevel","0.4.0","Micro-Macro Multilevel Modeling"
"6116","micromap","1.9.2","Linked Micromap Plots"
"6117","micromapST","1.1.1","Linked Micromap Plots for General U. S. and Other Geographic
Areas"
"6118","micropan","1.1.2","Microbial Pan-Genome Analysis"
"6119","microplot","1.0-16","R Graphics as Microplots (Sparklines) in 'LaTeX', 'HTML',
'Excel'"
"6120","microPop","1.3","Modelling Microbial Populations"
"6121","microseq","1.2","Basic Biological Sequence Analysis"
"6122","MicroStrategyR","1.0-1","MicroStrategyR Package"
"6123","MicSim","1.0.12","Performing Continuous-Time Microsimulation"
"6124","midas","1.0.1","Turn HTML 'Shiny'"
"6125","midasr","0.6","Mixed Data Sampling Regression"
"6126","midastouch","1.3","Multiple Imputation by Distance Aided Donor Selection"
"6127","MIDN","1.0","Nearly Exact Sample Size Calculation for Exact Powerful
Nonrandomized Tests for Differences Between Binomial
Proportions"
"6128","midrangeMCP","1.3","Multiple Comparisons Procedures Based on Studentized Midrange
and Range Distributions"
"6129","MigClim","1.6","Implementing dispersal into species distribution models"
"6130","migest","1.7.3","Methods for the Indirect Estimation of Bilateral Migration"
"6131","migration.indices","0.3.0","Migration indices"
"6132","migui","1.1","Graphical User Interface to the 'mi' Package"
"6133","miic","1.0.1","Learning Causal or Non-Causal Graphical Models Using Information
Theory"
"6134","MIICD","2.4","Multiple Imputation for Interval Censored Data"
"6135","MIIVsem","0.5.2","Model Implied Instrumental Variable (MIIV) Estimation of
Structural Equation Models"
"6136","MILC","1.0","MIcrosimulation Lung Cancer (MILC) model"
"6137","miLineage","2.0","Association Tests for Microbial Lineages on a Taxonomic Tree"
"6138","milr","0.3.0","Multiple-Instance Logistic Regression with LASSO Penalty"
"6139","mime","0.5","Map Filenames to MIME Types"
"6140","MImix","1.0","Mixture summary method for multiple imputation"
"6141","MindOnStats","0.11","Data sets included in Utts and Heckard's Mind on Statistics"
"6142","mindr","1.1.0","Convert Files Between Markdown or Rmarkdown Files and Mindmaps"
"6143","minerva","1.4.7","Maximal Information-Based Nonparametric Exploration for Variable
Analysis"
"6144","Miney","0.1","Implementation of the Well-Known Game to Clear Bombs from a
Given Field (Matrix)"
"6145","miniCRAN","0.2.10","Create a Mini Version of CRAN Containing Only Selected Packages"
"6146","miniGUI","0.8.0","tktcl quick and simple function GUI."
"6147","minimalRSD","1.0.0","Minimally Changed CCD and BBD"
"6148","minimap","0.1.0","Create Tile Grid Maps"
"6149","minimax","1.0","Minimax distribution family"
"6150","minimaxdesign","0.1.3","Minimax and Minimax Projection Designs"
"6151","minimist","0.1","Parse Argument Options"
"6152","miniUI","0.1.1","Shiny UI Widgets for Small Screens"
"6153","minpack.lm","1.2-1","R Interface to the Levenberg-Marquardt Nonlinear Least-Squares
Algorithm Found in MINPACK, Plus Support for Bounds"
"6154","minPtest","1.7","Gene region-level testing procedure for SNP data, using the min
P test resampling approach"
"6155","minqa","1.2.4","Derivative-free optimization algorithms by quadratic<U+000a>approximation"
"6156","minque","1.1","An R Package for Linear Mixed Model Analyses"
"6157","MInt","1.0.1","Learn Direct Interaction Networks"
"6158","minval","0.8","MINimal VALidation for Stoichiometric Reactions"
"6159","minxent","0.01","Entropy Optimization Distributions"
"6160","mipfp","3.1","Multidimensional Iterative Proportional Fitting and Alternative
Models"
"6161","MIPHENO","1.2","Mutant Identification through Probabilistic High throughput
Enabled NOrmalization"
"6162","miRada","1.13.8-8","MicroRNA Microarray Data Analysis"
"6163","MiRAnorm","1.0.0","Adaptive Normalization for miRNA Data"
"6164","MiRKAT","1.0","Microbiome Regression-Based Kernel Association Test"
"6165","miRNAss","1.3","Genome-Wide Discovery of Pre-miRNAs with few Labeled Examples"
"6166","MiRSEA","1.1","'MicroRNA' Set Enrichment Analysis"
"6167","mirt","1.26.3","Multidimensional Item Response Theory"
"6168","mirtCAT","1.6.1","Computerized Adaptive Testing with Multidimensional Item
Response Theory"
"6169","miRtest","1.8","combined miRNA- and mRNA-testing"
"6170","misc3d","0.8-4","Miscellaneous 3D Plots"
"6171","miscF","0.1-3","Miscellaneous Functions"
"6172","miscFuncs","1.2-10","Miscellaneous Useful Functions Including LaTeX Tables, Kalman
Filtering and Development Tools"
"6173","misclassGLM","0.2.0","Computation of Generalized Linear Models with Misclassified
Covariates Using Side Information"
"6174","miscor","0.1-1","Miscellaneous Functions for the Correlation Coefficient"
"6175","miscset","1.1.0","Miscellaneous Tools Set"
"6176","miscTools","0.6-22","Miscellaneous Tools and Utilities"
"6177","mise","0.1.0","Clears the Workspace (Mise en Place)"
"6178","MiSPU","1.0","Microbiome Based Sum of Powered Score (MiSPU) Tests"
"6179","misreport","0.1.1","Statistical Analysis of Misreporting on Sensitive Survey
Questions"
"6180","missDeaths","2.5","Simulating and Analyzing Time to Event Data in the Presence of
Population Mortality"
"6181","missForest","1.4","Nonparametric Missing Value Imputation using Random Forest"
"6182","MissingDataGUI","0.2-5","A GUI for Missing Data Exploration"
"6183","missMDA","1.11","Handling Missing Values with Multivariate Data Analysis"
"6184","MissMech","1.0.2","Testing Homoscedasticity, Multivariate Normality, and Missing
Completely at Random"
"6185","missRanger","1.0.0","Fast Imputation of Missing Values"
"6186","MiST","1.0","Mixed effects Score Test for continuous outcomes"
"6187","mistat","1.0-4","Data Sets, Functions and Examples from the Book: ""Modern
Industrial Statistics"" by Kenett, Zacks and Amberti"
"6188","mistral","2.1.0","Methods in Structural Reliability Analysis"
"6189","MitISEM","1.2","Mixture of Student t Distributions using Importance Sampling and
Expectation Maximization"
"6190","mitml","0.3-5","Tools for Multiple Imputation in Multilevel Modeling"
"6191","mitools","2.3","Tools for multiple imputation of missing data"
"6192","MittagLeffleR","0.2.0","The Mittag-Leffler Distribution"
"6193","mix","1.0-10","Estimation/Multiple Imputation for Mixed Categorical and
Continuous Data"
"6194","mixAK","5.0","Multivariate Normal Mixture Models and Mixtures of Generalized
Linear Mixed Models Including Model Based Clustering"
"6195","MixAll","1.2.0","Clustering using Mixture Models"
"6196","mixcat","1.0-3","Mixed effects cumulative link and logistic regression models"
"6197","mixdist","0.5-4","Finite Mixture Distribution Models"
"6198","MixedDataImpute","0.1","Missing Data Imputation for Continuous and Categorical Data
using Nonparametric Bayesian Joint Models"
"6199","mixedMem","1.1.0","Tools for Discrete Multivariate Mixed Membership Models"
"6200","MixedPoisson","2.0","Mixed Poisson Models"
"6201","MixedPsy","1.0.0","Statistical Tools for the Analysis of Psychophysical Data"
"6202","mixedsde","3.0","Estimation Methods for Stochastic Differential Mixed Effects
Models"
"6203","MixedTS","1.0.4","Mixed Tempered Stable Distribution"
"6204","mixEMM","1.0","A Mixed-Effects Model for Analyzing Cluster-Level Non-Ignorable
Missing Data"
"6205","mixexp","1.2.5","Design and Analysis of Mixture Experiments"
"6206","MIXFIM","1.0","Evaluation of the FIM in NLMEMs using MCMC"
"6207","MixGHD","2.1","Model Based Clustering, Classification and Discriminant Analysis
Using the Mixture of Generalized Hyperbolic Distributions"
"6208","mixKernel","0.1","Omics Data Integration Using Kernel Methods"
"6209","mixlink","0.1.5","Mixture Link Regression"
"6210","mixlm","1.2.2","Mixed Model ANOVA and Statistics for Education"
"6211","MixMAP","1.3.4","Implements the MixMAP Algorithm"
"6212","mixOmics","6.3.1","Omics Data Integration Project"
"6213","mixor","1.0.3","Mixed-Effects Ordinal Regression Analysis"
"6214","mixpack","0.3.6","Tools to Work with Mixture Components"
"6215","mixPHM","0.7-2","Mixtures of Proportional Hazard Models"
"6216","mixR","0.1.0","Finite Mixture Modeling for Raw and Binned Data"
"6217","mixRasch","1.1","Mixture Rasch Models with JMLE"
